maintenance_id,failure_id,device_id,maintenance_date,engineer,issue,repair_cost,repair_time_hours,status
10606,10606,D0325,2026-02-10 21:00:00,Sneha Gupta,Antenna Replacement,1680,2,Completed
10607,10607,D0325,2026-02-12 03:00:00,Vikas Rao,Antenna Replacement,3218,2,In Progress
10608,10608,D0325,2026-02-12 18:00:00,Neha Sharma,Antenna Replacement,3369,1,Completed
10609,10609,D0325,2026-02-12 20:00:00,Karan Patel,Antenna Replacement,1780,2,Completed
10610,10610,D0325,2026-02-13 11:00:00,Amit Kumar,Antenna Replacement,3047,1,In Progress
10611,10611,D0325,2026-02-15 11:00:00,Vikas Rao,Antenna Replacement,1840,2,Completed
10612,10612,D0325,2026-02-15 14:00:00,Rohit Singh,Firmware Update,635,1,Completed
10613,10613,D0325,2026-02-15 17:00:00,Karan Patel,Antenna Replacement,1947,1,Completed
10614,10614,D0325,2026-02-16 14:00:00,Rohit Singh,Firmware Update,1735,1,In Progress
10615,10615,D0325,2026-02-17 03:00:00,Rahul Sharma,Antenna Replacement,3380,2,Completed
10616,10616,D0325,2026-02-17 19:00:00,Arjun Mehta,Antenna Replacement,3033,2,In Progress
10617,10617,D0325,2026-02-19 11:00:00,Amit Kumar,Antenna Replacement,2523,2,Completed
10618,10618,D0325,2026-02-24 13:00:00,Sneha Gupta,Antenna Replacement,3446,2,In Progress
10619,10619,D0325,2026-03-04 16:00:00,Arjun Mehta,Firmware Update,1775,2,Completed
10620,10620,D0325,2026-03-13 12:00:00,Vikas Rao,Firmware Update,1632,1,In Progress
10621,10621,D0325,2026-03-16 21:00:00,Amit Kumar,Antenna Replacement,3961,2,Completed
10622,10622,D0325,2026-03-16 22:00:00,Sneha Gupta,Antenna Replacement,2349,1,Completed
10623,10623,D0325,2026-03-21 17:00:00,Priya Verma,Firmware Update,1560,2,In Progress
10624,10624,D0325,2026-03-26 15:00:00,Anjali Nair,Antenna Replacement,2788,1,Completed
10625,10625,D0326,2026-01-05 04:00:00,Rohit Singh,Antenna Replacement,2222,1,In Progress
10626,10626,D0326,2026-01-07 03:00:00,Anjali Nair,Antenna Replacement,3156,2,Completed
10627,10627,D0326,2026-01-11 14:00:00,Sneha Gupta,Firmware Update,1756,2,In Progress
10628,10628,D0326,2026-01-13 23:00:00,Anjali Nair,Antenna Replacement,3486,2,In Progress
10629,10629,D0326,2026-01-14 05:00:00,Neha Sharma,Antenna Replacement,2771,1,In Progress
10630,10630,D0326,2026-01-16 11:00:00,Karan Patel,Antenna Replacement,1541,2,In Progress
10631,10631,D0326,2026-01-18 10:00:00,Arjun Mehta,Antenna Replacement,1750,1,Completed
10632,10632,D0326,2026-01-26 08:00:00,Sneha Gupta,Antenna Replacement,3673,2,Completed
10633,10633,D0326,2026-02-01 15:00:00,Priya Verma,Firmware Update,531,2,Completed
10634,10634,D0326,2026-02-02 11:00:00,Priya Verma,Antenna Replacement,2089,1,Completed
10635,10635,D0326,2026-02-02 21:00:00,Rahul Sharma,Antenna Replacement,2418,1,Completed
10636,10636,D0326,2026-02-03 11:00:00,Arjun Mehta,Antenna Replacement,2277,2,Completed
10637,10637,D0326,2026-02-07 07:00:00,Rohit Singh,Antenna Replacement,2141,2,Completed
10638,10638,D0326,2026-02-15 13:00:00,Vikas Rao,Firmware Update,1318,1,Completed
10639,10639,D0326,2026-02-16 02:00:00,Anjali Nair,Antenna Replacement,3513,1,Completed
10640,10640,D0326,2026-02-20 14:00:00,Amit Kumar,Antenna Replacement,1662,2,In Progress
10641,10641,D0326,2026-02-25 10:00:00,Arjun Mehta,Antenna Replacement,2250,2,In Progress
10642,10642,D0326,2026-02-25 23:00:00,Rohit Singh,Antenna Replacement,2914,2,In Progress
10643,10643,D0326,2026-02-26 16:00:00,Neha Sharma,Antenna Replacement,1914,2,Completed
10644,10644,D0326,2026-03-04 15:00:00,Arjun Mehta,Antenna Replacement,3232,2,Completed
10645,10645,D0326,2026-03-05 10:00:00,Sneha Gupta,Antenna Replacement,3648,2,Completed
10646,10646,D0326,2026-03-07 12:00:00,Vikas Rao,Antenna Replacement,2747,1,Completed
10647,10647,D0326,2026-03-10 15:00:00,Arjun Mehta,Antenna Replacement,3464,1,Completed
10648,10648,D0326,2026-03-11 14:00:00,Rahul Sharma,Firmware Update,1432,2,Completed
10649,10649,D0326,2026-03-14 15:00:00,Rahul Sharma,Firmware Update,1875,1,Completed
10650,10650,D0326,2026-03-16 17:00:00,Sneha Gupta,Firmware Update,533,2,Completed
10651,10651,D0326,2026-03-17 13:00:00,Neha Sharma,Firmware Update,1620,1,Completed
10652,10652,D0326,2026-03-19 16:00:00,Anjali Nair,Antenna Replacement,2559,1,Completed
10653,10653,D0326,2026-03-20 00:00:00,Rahul Sharma,Antenna Replacement,2677,1,Completed
10654,10654,D0326,2026-03-23 12:00:00,Neha Sharma,Antenna Replacement,3429,1,In Progress
10655,10655,D0326,2026-03-25 02:00:00,Sneha Gupta,Antenna Replacement,3745,1,Completed
10656,10656,D0326,2026-03-26 14:00:00,Amit Kumar,Firmware Update,1155,2,Completed
10657,10657,D0327,2026-01-01 12:00:00,Rohit Singh,Antenna Replacement,1810,1,In Progress
10658,10658,D0327,2026-01-02 02:00:00,Rohit Singh,Antenna Replacement,3926,2,Completed
10659,10659,D0327,2026-01-05 14:00:00,Karan Patel,Antenna Replacement,1561,2,Completed
10660,10660,D0327,2026-01-06 12:00:00,Sneha Gupta,Antenna Replacement,1536,1,Completed
10661,10661,D0327,2026-01-09 03:00:00,Vikas Rao,Antenna Replacement,1723,2,In Progress
10662,10662,D0327,2026-01-10 15:00:00,Amit Kumar,Firmware Update,1423,2,Completed
10663,10663,D0327,2026-01-10 22:00:00,Karan Patel,Antenna Replacement,3834,1,Completed
10664,10664,D0327,2026-01-11 11:00:00,Priya Verma,Antenna Replacement,3888,1,Completed
10665,10665,D0327,2026-01-15 06:00:00,Rahul Sharma,Antenna Replacement,2929,1,Completed
10666,10666,D0327,2026-01-16 14:00:00,Vikas Rao,Antenna Replacement,1648,2,Completed
10667,10667,D0327,2026-01-16 16:00:00,Sneha Gupta,Firmware Update,1515,2,Completed
10668,10668,D0327,2026-01-25 16:00:00,Rahul Sharma,Firmware Update,696,1,Completed
10669,10669,D0327,2026-01-26 04:00:00,Karan Patel,Antenna Replacement,2345,1,Completed
10670,10670,D0327,2026-01-27 09:00:00,Arjun Mehta,Antenna Replacement,2846,1,Completed
10671,10671,D0327,2026-01-28 14:00:00,Neha Sharma,Firmware Update,715,2,Completed
10672,10672,D0327,2026-01-28 17:00:00,Rohit Singh,Firmware Update,1387,1,Completed
10673,10673,D0327,2026-02-06 13:00:00,Karan Patel,Firmware Update,1373,2,Completed
10674,10674,D0327,2026-02-06 17:00:00,Arjun Mehta,Firmware Update,1234,1,Completed
10675,10675,D0327,2026-02-08 10:00:00,Priya Verma,Antenna Replacement,1734,1,Completed
10676,10676,D0327,2026-02-09 22:00:00,Rahul Sharma,Antenna Replacement,1552,1,Completed
10677,10677,D0327,2026-02-11 12:00:00,Anjali Nair,Antenna Replacement,3038,2,Completed
10678,10678,D0327,2026-02-14 17:00:00,Amit Kumar,Antenna Replacement,2533,1,Completed
10679,10679,D0327,2026-02-21 07:00:00,Anjali Nair,Antenna Replacement,2456,1,Completed
10680,10680,D0327,2026-02-25 10:00:00,Anjali Nair,Antenna Replacement,3825,1,Completed
10681,10681,D0327,2026-03-05 10:00:00,Anjali Nair,Antenna Replacement,1998,1,In Progress
10682,10682,D0327,2026-03-05 18:00:00,Sneha Gupta,Antenna Replacement,2543,2,Completed
10683,10683,D0327,2026-03-09 22:00:00,Neha Sharma,Antenna Replacement,2980,1,Completed
10684,10684,D0327,2026-03-14 23:00:00,Karan Patel,Antenna Replacement,3843,2,Completed
10685,10685,D0327,2026-03-20 14:00:00,Sneha Gupta,Antenna Replacement,3308,1,Completed
10686,10686,D0327,2026-03-24 17:00:00,Rohit Singh,Firmware Update,1455,1,Completed
10687,10687,D0327,2026-03-25 12:00:00,Rohit Singh,Antenna Replacement,2317,1,Completed
10688,10688,D0327,2026-03-27 11:00:00,Arjun Mehta,Antenna Replacement,2166,2,Completed
10689,10689,D0327,2026-03-31 02:00:00,Sneha Gupta,Antenna Replacement,1629,1,Completed
10690,10690,D0328,2026-01-03 12:00:00,Anjali Nair,Antenna Replacement,2446,1,In Progress
10691,10691,D0328,2026-01-07 04:00:00,Arjun Mehta,Antenna Replacement,2584,1,Completed
10692,10692,D0328,2026-01-07 14:00:00,Anjali Nair,Antenna Replacement,3258,2,Completed
10693,10693,D0328,2026-01-10 08:00:00,Rohit Singh,Antenna Replacement,3786,2,In Progress
10694,10694,D0328,2026-01-10 23:00:00,Sneha Gupta,Antenna Replacement,2034,2,Completed
10695,10695,D0328,2026-01-15 16:00:00,Neha Sharma,Firmware Update,1507,1,Completed
10696,10696,D0328,2026-01-19 14:00:00,Karan Patel,Firmware Update,784,1,Completed
10697,10697,D0328,2026-01-19 22:00:00,Rohit Singh,Antenna Replacement,3538,1,Completed
10698,10698,D0328,2026-01-25 11:00:00,Priya Verma,Antenna Replacement,3458,2,In Progress
10699,10699,D0328,2026-01-26 06:00:00,Karan Patel,Antenna Replacement,2356,1,Completed
10700,10700,D0328,2026-01-27 10:00:00,Vikas Rao,Antenna Replacement,3974,2,Completed
10701,10701,D0328,2026-02-02 11:00:00,Anjali Nair,Antenna Replacement,2519,2,Completed
10702,10702,D0328,2026-02-03 15:00:00,Sneha Gupta,Firmware Update,750,2,In Progress
10703,10703,D0328,2026-02-09 16:00:00,Neha Sharma,Antenna Replacement,2014,1,Completed
10704,10704,D0328,2026-02-11 12:00:00,Arjun Mehta,Antenna Replacement,2442,2,In Progress
10705,10705,D0328,2026-02-16 13:00:00,Amit Kumar,Antenna Replacement,2256,1,Completed
10706,10706,D0328,2026-02-17 20:00:00,Rahul Sharma,Antenna Replacement,3675,1,Completed
10707,10707,D0328,2026-02-18 16:00:00,Arjun Mehta,Firmware Update,638,2,Completed
10708,10708,D0328,2026-02-23 22:00:00,Vikas Rao,Antenna Replacement,2589,1,Completed
10709,10709,D0328,2026-02-25 20:00:00,Neha Sharma,Antenna Replacement,2563,1,Completed
10710,10710,D0328,2026-02-26 05:00:00,Anjali Nair,Antenna Replacement,3291,2,Completed
10711,10711,D0328,2026-02-27 07:00:00,Arjun Mehta,Antenna Replacement,3951,1,Completed
10712,10712,D0328,2026-03-01 14:00:00,Neha Sharma,Antenna Replacement,2088,1,Completed
10713,10713,D0328,2026-03-02 16:00:00,Neha Sharma,Antenna Replacement,2726,2,Completed
10714,10714,D0328,2026-03-02 18:00:00,Vikas Rao,Antenna Replacement,1785,1,Completed
10715,10715,D0328,2026-03-06 17:00:00,Karan Patel,Firmware Update,557,1,In Progress
10716,10716,D0328,2026-03-07 14:00:00,Rahul Sharma,Firmware Update,1249,2,In Progress
10717,10717,D0328,2026-03-11 16:00:00,Arjun Mehta,Antenna Replacement,3452,2,Completed
10718,10718,D0328,2026-03-12 12:00:00,Arjun Mehta,Firmware Update,1226,2,Completed
10719,10719,D0328,2026-03-13 07:00:00,Vikas Rao,Antenna Replacement,2530,2,Completed
10720,10720,D0328,2026-03-15 16:00:00,Priya Verma,Antenna Replacement,2231,1,Completed
10721,10721,D0328,2026-03-16 07:00:00,Anjali Nair,Antenna Replacement,2070,2,Completed
10722,10722,D0328,2026-03-19 01:00:00,Amit Kumar,Antenna Replacement,1999,2,Completed
10723,10723,D0328,2026-03-28 00:00:00,Anjali Nair,Antenna Replacement,2665,2,Completed
10724,10724,D0328,2026-03-31 11:00:00,Rohit Singh,Antenna Replacement,3946,2,In Progress
10725,10725,D0329,2026-01-04 06:00:00,Priya Verma,Antenna Replacement,1811,1,Completed
10726,10726,D0329,2026-01-07 16:00:00,Anjali Nair,Antenna Replacement,2232,1,Completed
10727,10727,D0329,2026-01-09 06:00:00,Neha Sharma,Antenna Replacement,3086,1,Completed
10728,10728,D0329,2026-01-15 11:00:00,Arjun Mehta,Antenna Replacement,2881,1,Completed
10729,10729,D0329,2026-01-15 17:00:00,Amit Kumar,Firmware Update,922,2,Completed
10730,10730,D0329,2026-01-17 13:00:00,Amit Kumar,Firmware Update,1977,1,Completed
10731,10731,D0329,2026-01-20 13:00:00,Rahul Sharma,Antenna Replacement,2187,1,Completed
10732,10732,D0329,2026-01-20 15:00:00,Karan Patel,Antenna Replacement,1888,2,Completed
10733,10733,D0329,2026-01-24 21:00:00,Neha Sharma,Antenna Replacement,2280,1,Completed
10734,10734,D0329,2026-01-26 05:00:00,Karan Patel,Antenna Replacement,2930,2,Completed
10735,10735,D0329,2026-01-27 10:00:00,Neha Sharma,Antenna Replacement,3172,1,Completed
10736,10736,D0329,2026-01-28 20:00:00,Anjali Nair,Antenna Replacement,2279,2,Completed
10737,10737,D0329,2026-01-30 14:00:00,Anjali Nair,Antenna Replacement,3664,2,Completed
10738,10738,D0329,2026-02-01 15:00:00,Amit Kumar,Firmware Update,554,1,Completed
10739,10739,D0329,2026-02-07 08:00:00,Rahul Sharma,Antenna Replacement,1833,2,In Progress
10740,10740,D0329,2026-02-09 22:00:00,Rohit Singh,Antenna Replacement,3874,2,In Progress
10741,10741,D0329,2026-02-12 06:00:00,Priya Verma,Antenna Replacement,1692,2,In Progress
10742,10742,D0329,2026-02-12 22:00:00,Anjali Nair,Antenna Replacement,2722,1,In Progress
10743,10743,D0329,2026-02-13 16:00:00,Amit Kumar,Firmware Update,1657,2,In Progress
10744,10744,D0329,2026-02-14 06:00:00,Amit Kumar,Antenna Replacement,2894,2,Completed
10745,10745,D0329,2026-02-19 17:00:00,Priya Verma,Firmware Update,1397,2,Completed
10746,10746,D0329,2026-02-22 05:00:00,Karan Patel,Antenna Replacement,2982,2,In Progress
10747,10747,D0329,2026-02-25 15:00:00,Arjun Mehta,Firmware Update,1487,1,Completed
10748,10748,D0329,2026-03-07 05:00:00,Anjali Nair,Antenna Replacement,2130,2,In Progress
10749,10749,D0329,2026-03-12 15:00:00,Arjun Mehta,Antenna Replacement,1961,2,In Progress
10750,10750,D0329,2026-03-18 09:00:00,Rahul Sharma,Antenna Replacement,2324,1,Completed
10751,10751,D0329,2026-03-19 16:00:00,Rohit Singh,Firmware Update,901,2,In Progress
10752,10752,D0329,2026-03-24 17:00:00,Sneha Gupta,Antenna Replacement,1748,1,Completed
10753,10753,D0329,2026-03-30 21:00:00,Anjali Nair,Antenna Replacement,3483,2,Completed
10754,10754,D0330,2026-01-05 01:00:00,Rohit Singh,Antenna Replacement,2022,2,Completed
10755,10755,D0330,2026-01-05 17:00:00,Karan Patel,Antenna Replacement,1812,1,Completed
10756,10756,D0330,2026-01-16 19:00:00,Rahul Sharma,Antenna Replacement,2599,2,Completed
10757,10757,D0330,2026-01-20 00:00:00,Priya Verma,Antenna Replacement,2137,2,Completed
10758,10758,D0330,2026-01-20 22:00:00,Rahul Sharma,Antenna Replacement,3799,2,Completed
10759,10759,D0330,2026-01-21 16:00:00,Priya Verma,Antenna Replacement,3711,2,In Progress
10760,10760,D0330,2026-01-26 22:00:00,Anjali Nair,Antenna Replacement,3091,1,In Progress
10761,10761,D0330,2026-01-28 12:00:00,Neha Sharma,Firmware Update,940,2,Completed
10762,10762,D0330,2026-01-28 13:00:00,Priya Verma,Antenna Replacement,2076,1,Completed
10763,10763,D0330,2026-02-01 22:00:00,Rohit Singh,Antenna Replacement,3144,1,In Progress
10764,10764,D0330,2026-02-04 06:00:00,Sneha Gupta,Antenna Replacement,2707,2,In Progress
10765,10765,D0330,2026-02-05 02:00:00,Rohit Singh,Antenna Replacement,2429,1,Completed
10766,10766,D0330,2026-02-14 17:00:00,Rahul Sharma,Antenna Replacement,1797,1,Completed
10767,10767,D0330,2026-02-19 19:00:00,Amit Kumar,Antenna Replacement,3887,2,In Progress
10768,10768,D0330,2026-02-25 15:00:00,Vikas Rao,Firmware Update,1868,2,Completed
10769,10769,D0330,2026-02-28 06:00:00,Rahul Sharma,Antenna Replacement,1980,1,Completed
10770,10770,D0330,2026-03-01 06:00:00,Arjun Mehta,Antenna Replacement,1736,2,In Progress
10771,10771,D0330,2026-03-03 11:00:00,Karan Patel,Antenna Replacement,1514,2,Completed
10772,10772,D0330,2026-03-07 22:00:00,Anjali Nair,Antenna Replacement,3698,2,Completed
10773,10773,D0330,2026-03-12 07:00:00,Sneha Gupta,Antenna Replacement,1813,1,Completed
10774,10774,D0330,2026-03-18 12:00:00,Karan Patel,Antenna Replacement,3158,1,Completed
10775,10775,D0330,2026-03-25 09:00:00,Priya Verma,Antenna Replacement,2333,1,Completed
10776,10776,D0331,2026-01-02 15:00:00,Amit Kumar,Firmware Update,814,2,Completed
10777,10777,D0331,2026-01-04 15:00:00,Amit Kumar,Firmware Update,1990,1,In Progress
10778,10778,D0331,2026-01-05 12:00:00,Amit Kumar,Firmware Update,1810,2,Completed
10779,10779,D0331,2026-01-18 04:00:00,Amit Kumar,Antenna Replacement,3221,2,Completed
10780,10780,D0331,2026-01-18 06:00:00,Anjali Nair,Antenna Replacement,2662,1,Completed
10781,10781,D0331,2026-01-27 14:00:00,Arjun Mehta,Antenna Replacement,2662,2,Completed
10782,10782,D0331,2026-01-31 01:00:00,Priya Verma,Antenna Replacement,3680,1,Completed
10783,10783,D0331,2026-02-01 11:00:00,Amit Kumar,Antenna Replacement,2374,2,Completed
10784,10784,D0331,2026-02-02 16:00:00,Amit Kumar,Antenna Replacement,3542,2,Completed
10785,10785,D0331,2026-02-02 21:00:00,Vikas Rao,Antenna Replacement,1692,2,Completed
10786,10786,D0331,2026-02-04 12:00:00,Vikas Rao,Antenna Replacement,1975,2,Completed
10787,10787,D0331,2026-02-09 12:00:00,Amit Kumar,Antenna Replacement,3645,1,Completed
10788,10788,D0331,2026-02-09 16:00:00,Neha Sharma,Firmware Update,1827,2,Completed
10789,10789,D0331,2026-02-09 17:00:00,Amit Kumar,Firmware Update,1274,2,Completed
10790,10790,D0331,2026-02-21 11:00:00,Amit Kumar,Antenna Replacement,2737,1,In Progress
10791,10791,D0331,2026-02-26 01:00:00,Amit Kumar,Antenna Replacement,3066,1,Completed
10792,10792,D0331,2026-02-28 14:00:00,Anjali Nair,Firmware Update,1810,2,In Progress
10793,10793,D0331,2026-03-04 16:00:00,Amit Kumar,Firmware Update,686,1,Completed
10794,10794,D0331,2026-03-06 13:00:00,Karan Patel,Firmware Update,1265,1,Completed
10795,10795,D0331,2026-03-06 17:00:00,Neha Sharma,Antenna Replacement,2649,2,In Progress
10796,10796,D0331,2026-03-09 23:00:00,Arjun Mehta,Antenna Replacement,2336,2,In Progress
10797,10797,D0331,2026-03-13 06:00:00,Rahul Sharma,Antenna Replacement,3428,1,Completed
10798,10798,D0331,2026-03-20 13:00:00,Sneha Gupta,Firmware Update,1726,2,Completed
10799,10799,D0331,2026-03-25 03:00:00,Vikas Rao,Antenna Replacement,3491,2,Completed
10800,10800,D0331,2026-03-26 04:00:00,Arjun Mehta,Antenna Replacement,2794,1,Completed
10801,10801,D0331,2026-03-26 12:00:00,Neha Sharma,Firmware Update,1900,1,Completed
10802,10802,D0332,2026-01-03 08:00:00,Rohit Singh,Antenna Replacement,1526,1,Completed
10803,10803,D0332,2026-01-09 12:00:00,Rohit Singh,Firmware Update,1808,2,Completed
10804,10804,D0332,2026-01-11 07:00:00,Priya Verma,Antenna Replacement,3314,1,Completed
10805,10805,D0332,2026-01-11 17:00:00,Sneha Gupta,Firmware Update,1532,1,In Progress
10806,10806,D0332,2026-01-17 14:00:00,Sneha Gupta,Firmware Update,564,1,Completed
10807,10807,D0332,2026-01-18 14:00:00,Karan Patel,Antenna Replacement,3026,1,Completed
10808,10808,D0332,2026-01-18 15:00:00,Priya Verma,Firmware Update,657,2,Completed
10809,10809,D0332,2026-01-21 12:00:00,Karan Patel,Firmware Update,1548,2,Completed
10810,10810,D0332,2026-01-24 05:00:00,Arjun Mehta,Antenna Replacement,3508,1,In Progress
10811,10811,D0332,2026-01-28 14:00:00,Amit Kumar,Firmware Update,1474,2,Completed
10812,10812,D0332,2026-01-30 02:00:00,Amit Kumar,Antenna Replacement,2573,2,Completed
10813,10813,D0332,2026-02-04 17:00:00,Priya Verma,Antenna Replacement,2227,2,Completed
10814,10814,D0332,2026-02-04 22:00:00,Sneha Gupta,Antenna Replacement,2724,1,Completed
10815,10815,D0332,2026-02-12 13:00:00,Neha Sharma,Firmware Update,730,2,Completed
10816,10816,D0332,2026-02-17 05:00:00,Neha Sharma,Antenna Replacement,2758,2,Completed
10817,10817,D0332,2026-02-17 09:00:00,Vikas Rao,Antenna Replacement,2430,1,Completed
10818,10818,D0332,2026-02-25 04:00:00,Neha Sharma,Antenna Replacement,2330,1,In Progress
10819,10819,D0332,2026-03-02 20:00:00,Neha Sharma,Antenna Replacement,2644,2,Completed
10820,10820,D0332,2026-03-03 16:00:00,Arjun Mehta,Firmware Update,758,1,Completed
10821,10821,D0332,2026-03-19 02:00:00,Arjun Mehta,Antenna Replacement,2940,1,Completed
10822,10822,D0332,2026-03-25 13:00:00,Anjali Nair,Firmware Update,1916,1,Completed
10823,10823,D0332,2026-03-25 14:00:00,Neha Sharma,Firmware Update,1398,1,Completed
10824,10824,D0332,2026-03-30 22:00:00,Priya Verma,Antenna Replacement,3185,2,Completed
10825,10825,D0333,2026-01-01 00:00:00,Priya Verma,Antenna Replacement,3852,2,Completed
10826,10826,D0333,2026-01-03 07:00:00,Priya Verma,Antenna Replacement,1745,1,Completed
10827,10827,D0333,2026-01-09 02:00:00,Rahul Sharma,Antenna Replacement,3530,1,In Progress
10828,10828,D0333,2026-01-11 14:00:00,Priya Verma,Antenna Replacement,2652,2,Completed
10829,10829,D0333,2026-01-14 17:00:00,Karan Patel,Firmware Update,1777,1,Completed
10830,10830,D0333,2026-01-16 21:00:00,Karan Patel,Antenna Replacement,2438,2,In Progress
10831,10831,D0333,2026-01-17 16:00:00,Rahul Sharma,Firmware Update,1593,2,Completed
10832,10832,D0333,2026-01-21 16:00:00,Neha Sharma,Antenna Replacement,2041,2,Completed
10833,10833,D0333,2026-01-21 17:00:00,Priya Verma,Antenna Replacement,3175,1,Completed
10834,10834,D0333,2026-01-22 12:00:00,Rahul Sharma,Firmware Update,875,2,Completed
10835,10835,D0333,2026-02-13 22:00:00,Karan Patel,Antenna Replacement,3541,2,Completed
10836,10836,D0333,2026-02-16 14:00:00,Priya Verma,Antenna Replacement,3114,2,Completed
10837,10837,D0333,2026-02-18 23:00:00,Arjun Mehta,Antenna Replacement,1512,1,Completed
10838,10838,D0333,2026-02-20 00:00:00,Vikas Rao,Antenna Replacement,2595,1,Completed
10839,10839,D0333,2026-02-23 03:00:00,Karan Patel,Antenna Replacement,3884,2,Completed
10840,10840,D0333,2026-02-25 10:00:00,Vikas Rao,Antenna Replacement,1961,1,Completed
10841,10841,D0333,2026-02-28 13:00:00,Sneha Gupta,Firmware Update,1318,2,Completed
10842,10842,D0333,2026-03-01 12:00:00,Neha Sharma,Firmware Update,930,1,Completed
10843,10843,D0333,2026-03-01 14:00:00,Amit Kumar,Antenna Replacement,3620,1,Completed
10844,10844,D0333,2026-03-03 14:00:00,Anjali Nair,Antenna Replacement,1966,2,In Progress
10845,10845,D0333,2026-03-05 09:00:00,Neha Sharma,Antenna Replacement,1594,1,In Progress
10846,10846,D0333,2026-03-06 17:00:00,Karan Patel,Firmware Update,871,2,Completed
10847,10847,D0333,2026-03-07 20:00:00,Rahul Sharma,Antenna Replacement,2829,1,Completed
10848,10848,D0333,2026-03-11 14:00:00,Karan Patel,Antenna Replacement,2698,1,Completed
10849,10849,D0333,2026-03-15 14:00:00,Priya Verma,Antenna Replacement,3389,2,In Progress
10850,10850,D0333,2026-03-17 06:00:00,Priya Verma,Antenna Replacement,1604,2,In Progress
10851,10851,D0333,2026-03-19 13:00:00,Rahul Sharma,Antenna Replacement,3057,1,In Progress
10852,10852,D0333,2026-03-19 16:00:00,Rahul Sharma,Firmware Update,764,2,In Progress
10853,10853,D0333,2026-03-20 23:00:00,Sneha Gupta,Antenna Replacement,2942,2,Completed
10854,10854,D0333,2026-03-22 08:00:00,Anjali Nair,Antenna Replacement,2071,1,Completed
10855,10855,D0333,2026-03-23 15:00:00,Sneha Gupta,Firmware Update,1687,2,Completed
10856,10856,D0333,2026-03-27 23:00:00,Sneha Gupta,Antenna Replacement,2907,2,Completed
10857,10857,D0333,2026-03-28 09:00:00,Amit Kumar,Antenna Replacement,2787,2,Completed
10858,10858,D0333,2026-03-28 14:00:00,Vikas Rao,Antenna Replacement,1665,2,In Progress
10859,10859,D0333,2026-03-29 02:00:00,Amit Kumar,Antenna Replacement,1734,2,Completed
10860,10860,D0333,2026-03-29 12:00:00,Sneha Gupta,Antenna Replacement,2807,1,In Progress
10861,10861,D0333,2026-03-31 16:00:00,Priya Verma,Firmware Update,722,1,Completed
10862,10862,D0334,2026-01-04 11:00:00,Rahul Sharma,Antenna Replacement,3858,2,Completed
10863,10863,D0334,2026-01-08 15:00:00,Amit Kumar,Antenna Replacement,2063,2,In Progress
10864,10864,D0334,2026-01-10 07:00:00,Vikas Rao,Antenna Replacement,3947,2,Completed
10865,10865,D0334,2026-01-16 13:00:00,Amit Kumar,Firmware Update,849,1,Completed
10866,10866,D0334,2026-01-24 14:00:00,Neha Sharma,Firmware Update,1508,1,Completed
10867,10867,D0334,2026-01-25 05:00:00,Neha Sharma,Antenna Replacement,3171,1,Completed
10868,10868,D0334,2026-01-25 22:00:00,Amit Kumar,Antenna Replacement,3614,2,Completed
10869,10869,D0334,2026-01-25 23:00:00,Arjun Mehta,Antenna Replacement,2913,2,In Progress
10870,10870,D0334,2026-01-28 20:00:00,Rohit Singh,Antenna Replacement,2594,1,In Progress
10871,10871,D0334,2026-01-31 16:00:00,Rahul Sharma,Antenna Replacement,3717,2,Completed
10872,10872,D0334,2026-02-01 02:00:00,Rahul Sharma,Antenna Replacement,3721,1,In Progress
10873,10873,D0334,2026-02-04 18:00:00,Rahul Sharma,Antenna Replacement,1814,1,Completed
10874,10874,D0334,2026-02-05 04:00:00,Neha Sharma,Antenna Replacement,3909,1,In Progress
10875,10875,D0334,2026-02-06 20:00:00,Sneha Gupta,Antenna Replacement,3137,1,Completed
10876,10876,D0334,2026-02-12 04:00:00,Rohit Singh,Antenna Replacement,2965,2,Completed
10877,10877,D0334,2026-02-13 13:00:00,Amit Kumar,Firmware Update,1163,2,Completed
10878,10878,D0334,2026-02-15 05:00:00,Priya Verma,Antenna Replacement,1695,2,Completed
10879,10879,D0334,2026-02-16 12:00:00,Anjali Nair,Antenna Replacement,3402,2,Completed
10880,10880,D0334,2026-02-23 07:00:00,Amit Kumar,Antenna Replacement,3922,2,Completed
10881,10881,D0334,2026-02-25 04:00:00,Vikas Rao,Antenna Replacement,2794,1,Completed
10882,10882,D0334,2026-03-06 12:00:00,Amit Kumar,Firmware Update,767,2,Completed
10883,10883,D0334,2026-03-06 14:00:00,Priya Verma,Antenna Replacement,3622,1,Completed
10884,10884,D0334,2026-03-08 09:00:00,Sneha Gupta,Antenna Replacement,1718,1,Completed
10885,10885,D0334,2026-03-09 12:00:00,Sneha Gupta,Antenna Replacement,1966,2,Completed
10886,10886,D0334,2026-03-11 20:00:00,Priya Verma,Antenna Replacement,3160,1,Completed
10887,10887,D0334,2026-03-13 08:00:00,Priya Verma,Antenna Replacement,2010,2,Completed
10888,10888,D0334,2026-03-16 16:00:00,Priya Verma,Firmware Update,568,2,Completed
10889,10889,D0334,2026-03-17 16:00:00,Rohit Singh,Firmware Update,1331,2,In Progress
10890,10890,D0334,2026-03-22 02:00:00,Sneha Gupta,Antenna Replacement,3526,2,Completed
10891,10891,D0334,2026-03-24 15:00:00,Rohit Singh,Firmware Update,863,2,In Progress
